images/cell0001.png  1.0                 mono
images/cell0002.png  1.0                 mono
images/cell0003.png  1.0                 mono
images/cell0004.png  0.0                 mono
images/cell0005.png  1.0                 mono
images/cell0006.png  1.0                 mono
images/cell0007.png  1.0                 mono
images/cell0008.png  1.0                 mono
images/cell0009.png  0.0                 mono
images/cell0010.png  1.0                 mono
images/cell0011.png  0.0                 mono
images/cell0012.png  1.0                 mono
images/cell0013.png  1.0                 mono
images/cell0014.png  1.0                 mono
images/cell0015.png  1.0                 mono
images/cell0016.png  1.0                 mono
images/cell0017.png  1.0                 mono
images/cell0018.png  1.0                 mono
images/cell0019.png  1.0                 mono
images/cell0020.png  1.0                 mono
images/cell0021.png  1.0                 mono
images/cell0022.png  1.0                 mono
images/cell0023.png  1.0                 mono
images/cell0024.png  1.0                 mono
images/cell0025.png  1.0                 mono
images/cell0026.png  1.0                 mono
images/cell0027.png  1.0                 mono
images/cell0028.png  1.0                 mono
images/cell0029.png  1.0                 mono
images/cell0030.png  1.0                 mono
images/cell0031.png  1.0                 mono
images/cell0032.png  1.0                 mono
images/cell0033.png  1.0                 mono
images/cell0034.png  1.0                 mono
images/cell0035.png  1.0                 mono
images/cell0036.png  1.0                 mono
images/cell0037.png  1.0                 mono
images/cell0038.png  1.0                 mono
images/cell0039.png  1.0                 mono
images/cell0040.png  1.0                 mono
images/cell0041.png  1.0                 mono
images/cell0042.png  1.0                 mono
images/cell0043.png  1.0                 mono
images/cell0044.png  1.0                 mono
images/cell0045.png  1.0                 mono
images/cell0046.png  1.0                 mono
images/cell0047.png  1.0                 mono
images/cell0048.png  1.0                 mono
images/cell0049.png  1.0                 mono
images/cell0050.png  1.0                 mono
images/cell0051.png  1.0                 mono
images/cell0052.png  1.0                 mono
images/cell0053.png  1.0                 mono
images/cell0054.png  1.0                 mono
images/cell0055.png  1.0                 mono
images/cell0056.png  1.0                 mono
images/cell0057.png  1.0                 mono
images/cell0058.png  0.3333333333333333  mono
images/cell0059.png  1.0                 mono
images/cell0060.png  0.0                 mono
images/cell0061.png  0.0                 poly
images/cell0062.png  0.0                 poly
images/cell0063.png  0.0                 poly
images/cell0064.png  0.0                 poly
images/cell0065.png  0.0                 poly
images/cell0066.png  0.0                 poly
images/cell0067.png  0.0                 poly
images/cell0068.png  1.0                 poly
images/cell0069.png  0.0                 poly
images/cell0070.png  0.6666666666666666  poly
images/cell0071.png  0.0                 poly
images/cell0072.png  0.0                 poly
images/cell0073.png  0.6666666666666666  poly
images/cell0074.png  0.0                 poly
images/cell0075.png  0.0                 poly
images/cell0076.png  1.0                 poly
images/cell0077.png  1.0                 poly
images/cell0078.png  1.0                 poly
images/cell0079.png  0.0                 poly
images/cell0080.png  0.0                 poly
images/cell0081.png  0.0                 poly
images/cell0082.png  0.0                 poly
images/cell0083.png  1.0                 poly
images/cell0084.png  0.0                 poly
images/cell0085.png  0.0                 poly
images/cell0086.png  0.0                 poly
images/cell0087.png  0.3333333333333333  poly
images/cell0088.png  0.0                 poly
images/cell0089.png  1.0                 poly
images/cell0090.png  0.0                 poly
images/cell0091.png  1.0                 poly
images/cell0092.png  0.0                 poly
images/cell0093.png  0.3333333333333333  poly
images/cell0094.png  0.0                 poly
images/cell0095.png  0.0                 poly
images/cell0096.png  0.0                 poly
images/cell0097.png  0.0                 poly
images/cell0098.png  0.3333333333333333  poly
images/cell0099.png  0.0                 poly
images/cell0100.png  0.0                 poly
